17:35:27,1
17:35:27,2,retry
17:35:27,2,retry,17:35:27,3
17:35:27,4
17:35:27,5,retry
17:35:27,5,retry,17:35:27,6
17:35:27,7
17:35:27,7,retry
17:35:27,7,retry,17:35:27,8
17:35:28,9
17:35:28,9,retry
17:35:28,9,retry,17:35:28,10
17:35:28,11
17:35:28,11,retry
17:35:28,11,retry,17:35:28,12
17:35:28,13
17:35:28,13,retry
17:35:28,13,retry,17:35:28,14
17:35:28,15
17:35:28,15,retry
17:35:28,15,retry,17:35:28,16
17:35:28,17
17:35:29,17,retry
17:35:29,17,retry,17:35:29,18
17:35:29,19
17:35:29,19,retry
17:35:29,19,retry,17:35:29,20
17:35:29,21
17:35:29,21,retry
17:35:29,21,retry,17:35:29,22
17:35:29,23
17:35:29,23,retry
17:35:29,23,retry,17:35:29,24
17:35:29,25
17:35:29,25,retry
17:35:29,25,retry,17:35:30,26
17:35:30,27
17:35:30,27,retry
17:35:30,27,retry,17:35:30,28
17:35:30,29
17:35:30,29,retry
17:35:30,29,retry,17:35:30,30
17:35:30,31
17:35:30,31,retry
17:35:30,31,retry,17:35:30,32
17:35:30,33
17:35:30,33,retry
17:35:30,33,retry,17:35:30,34
17:35:31,35
17:35:31,35,retry
17:35:31,35,retry,17:35:31,36
17:35:31,37
17:35:31,37,retry
17:35:31,37,retry,17:35:31,38
17:35:31,39
17:35:31,39,retry
17:35:31,39,retry,17:35:31,40
17:35:31,41
17:35:31,41,retry
17:35:31,41,retry,17:35:31,42
17:35:31,43
17:35:32,43,retry
17:35:32,43,retry,17:35:32,44
17:35:32,45
17:35:32,45,retry
17:35:32,45,retry,17:35:32,46
17:35:32,47
17:35:32,47,retry
17:35:32,47,retry,17:35:32,48
17:35:32,49
17:35:32,49,retry
17:35:32,49,retry,17:35:32,50
17:35:32,51
17:35:33,51,retry
17:35:33,51,retry,17:35:33,52
17:35:33,53
17:35:33,53,retry
17:35:33,53,retry,17:35:33,54
17:35:33,55
17:35:33,55,retry
17:35:33,55,retry,17:35:33,56
17:35:33,57
17:35:33,57,retry
17:35:33,57,retry,17:35:33,58
17:35:33,59
17:35:34,59,retry
17:35:34,59,retry,17:35:34,60
17:35:34,61
17:35:34,61,retry
17:35:34,61,retry,17:35:34,62
17:35:34,63
17:35:34,63,retry
17:35:34,63,retry,17:35:34,64
17:35:34,65
17:35:34,65,retry
17:35:34,65,retry,17:35:34,66
17:35:35,67
17:35:35,67,retry
17:35:35,67,retry,17:35:35,68
17:35:35,69
17:35:35,69,retry
17:35:35,69,retry,17:35:35,70
17:35:35,71
17:35:35,71,retry
17:35:35,71,retry,17:35:35,72
17:35:35,73
17:35:35,73,retry
17:35:35,73,retry,17:35:35,74
17:35:36,75
17:35:36,75,retry
17:35:36,75,retry,17:35:36,76
17:35:36,77
17:35:36,77,retry
17:35:36,77,retry,17:35:36,78
17:35:36,79
17:35:36,79,retry
17:35:36,79,retry,17:35:36,80
17:35:36,81
17:35:36,81,retry
17:35:36,81,retry,17:35:37,82
17:35:37,83
17:35:37,83,retry
