17:35:27,1
17:35:27,2,retry
17:35:27,2,retry,17:35:27,3
17:35:27,4
17:35:27,5,retry
17:35:27,5,retry,17:35:27,6
17:35:27,7
17:35:27,8,retry
17:35:27,8,retry,17:35:27,9
17:35:28,E: 10
17:35:28,E: 11,retry
17:35:28,E: 11,retry,17:35:28,12
17:35:28,13
17:35:28,14,retry
17:35:28,14,retry,17:35:28,15
17:35:28,16
17:35:28,17,retry
17:35:28,17,retry,17:35:28,18
17:35:28,19
17:35:28,20,retry
17:35:28,20,retry,17:35:28,21
17:35:28,22
17:35:28,23,retry
17:35:28,23,retry,17:35:29,24
17:35:29,25
17:35:29,26,retry
17:35:29,26,retry,17:35:29,27
17:35:29,28
17:35:29,29,retry
17:35:29,29,retry,17:35:29,30
17:35:29,31
17:35:29,32,retry
17:35:29,32,retry,17:35:29,33
17:35:29,34
17:35:29,35,retry
17:35:29,35,retry,17:35:29,36
17:35:30,37
17:35:30,38,retry
17:35:30,38,retry,17:35:30,39
17:35:30,40
17:35:30,41,retry
17:35:30,41,retry,17:35:30,42
17:35:30,43
17:35:30,44,retry
17:35:30,44,retry,17:35:30,45
17:35:30,46
17:35:30,47,retry
17:35:30,47,retry,17:35:30,48
17:35:31,49
17:35:31,50,retry
17:35:31,50,retry,17:35:31,51
17:35:31,52
17:35:31,53,retry
17:35:31,53,retry,17:35:31,54
17:35:31,55
17:35:31,56,retry
17:35:31,56,retry,17:35:31,57
17:35:31,58
17:35:31,59,retry
17:35:31,59,retry,17:35:31,60
17:35:31,61
17:35:32,62,retry
17:35:32,62,retry,17:35:32,63
17:35:32,64
17:35:32,65,retry
17:35:32,65,retry,17:35:32,66
17:35:32,67
17:35:32,68,retry
17:35:32,68,retry,17:35:32,69
17:35:32,70
17:35:32,71,retry
17:35:32,71,retry,17:35:32,72
17:35:32,73
17:35:33,74,retry
17:35:33,74,retry,17:35:33,75
17:35:33,76
17:35:33,77,retry
17:35:33,77,retry,17:35:33,78
17:35:33,79
17:35:33,80,retry
17:35:33,80,retry,17:35:33,81
17:35:33,82
17:35:33,83,retry
17:35:33,83,retry,17:35:33,84
17:35:33,85
17:35:34,86,retry
17:35:34,86,retry,17:35:34,87
17:35:34,88
17:35:34,89,retry
17:35:34,89,retry,17:35:34,90
17:35:34,91
17:35:34,92,retry
17:35:34,92,retry,17:35:34,93
17:35:34,94
17:35:34,95,retry
17:35:34,95,retry,17:35:34,96
17:35:34,97
17:35:35,98,retry
17:35:35,98,retry,17:35:35,99
17:35:35,E: 100
17:35:35,E: 101,retry
17:35:35,E: 101,retry,17:35:35,E: 102
17:35:35,E: 103
17:35:35,E: 104,retry
17:35:35,E: 104,retry,17:35:35,E: 105
17:35:35,E: 106
17:35:35,E: 107,retry
17:35:35,E: 107,retry,17:35:35,E: 108
17:35:36,E: 109
17:35:36,E: 110,retry
17:35:36,E: 110,retry,17:35:36,E: 111
17:35:36,E: 112
17:35:36,E: 113,retry
17:35:36,E: 113,retry,17:35:36,E: 114
17:35:36,E: 115
17:35:36,E: 116,retry
