17:38:57,1
17:38:57,2
17:38:57,3
17:38:57,4
17:38:57,5,retry
17:38:57,5,retry,17:38:58,6
17:38:58,7
17:38:58,8
17:38:58,9
17:38:58,10
17:38:58,10,retry
17:38:58,10,retry,17:38:58,11
17:38:58,12
17:38:58,13
17:38:58,14
17:38:58,15
17:38:58,15,retry
17:38:58,15,retry,17:38:58,16
17:38:59,17
17:38:59,18
17:38:59,19
17:38:59,20
17:38:59,20,retry
17:38:59,20,retry,17:38:59,21
17:38:59,22
17:38:59,23
17:38:59,24
17:38:59,25
17:38:59,25,retry
17:38:59,25,retry,17:38:59,26
17:38:59,27
17:39:00,28
17:39:00,29
17:39:00,30
17:39:00,30,retry
17:39:00,30,retry,17:39:00,31
17:39:00,32
17:39:00,33
17:39:00,34
17:39:00,35
17:39:00,35,retry
17:39:00,35,retry,17:39:00,36
17:39:00,37
17:39:01,38
17:39:01,39
17:39:01,40
17:39:01,40,retry
17:39:01,40,retry,17:39:01,41
17:39:01,42
17:39:01,43
17:39:01,44
17:39:01,45
17:39:01,45,retry
17:39:01,45,retry,17:39:01,46
17:39:01,47
17:39:02,48
17:39:02,49
17:39:02,50
17:39:02,50,retry
17:39:02,50,retry,17:39:02,51
17:39:02,52
17:39:02,53
17:39:02,54
17:39:02,55
17:39:02,56,retry
17:39:02,56,retry,17:39:02,57
17:39:02,58
17:39:03,59
17:39:03,60
17:39:03,61
17:39:03,61,retry
17:39:03,61,retry,17:39:03,62
17:39:03,63
17:39:03,64
17:39:03,65
17:39:03,66
17:39:03,66,retry
17:39:03,66,retry,17:39:03,67
17:39:03,68
17:39:04,69
17:39:04,70
17:39:04,71
17:39:04,71,retry
17:39:04,71,retry,17:39:04,72
17:39:04,73
17:39:04,74
17:39:04,75
17:39:04,76
17:39:04,76,retry
17:39:04,76,retry,17:39:04,77
17:39:05,78
17:39:05,79
17:39:05,80
17:39:05,81
17:39:05,81,retry
17:39:05,81,retry,17:39:05,82
17:39:05,83
17:39:05,84
17:39:05,85
17:39:05,86
17:39:05,86,retry
17:39:05,86,retry,17:39:06,87
17:39:06,88
17:39:06,89
17:39:06,90
17:39:06,91
17:39:06,91,retry
17:39:06,91,retry,17:39:06,92
17:39:06,93
17:39:06,94
17:39:06,95
17:39:06,96
17:39:07,96,retry
17:39:07,96,retry,17:39:07,97
17:39:07,98
17:39:07,99
17:39:07,E: 100
17:39:07,E: 101
17:39:07,E: 101,retry
17:39:07,E: 101,retry,17:39:07,E: 102
17:39:07,E: 103
17:39:07,E: 104
17:39:08,105
17:39:08,106
17:39:08,106,retry
17:39:08,106,retry,17:39:08,107
17:39:08,108
17:39:08,109
17:39:08,110
17:39:08,111
17:39:08,111,retry
17:39:08,111,retry,17:39:08,112
17:39:09,113
17:39:09,114
17:39:09,115
17:39:09,116
17:39:09,117,retry
17:39:09,117,retry,17:39:09,118
17:39:09,119
17:39:09,120
17:39:09,121
17:39:09,122
17:39:10,122,retry
17:39:10,122,retry,17:39:10,123
17:39:10,124
17:39:10,125
17:39:10,126
17:39:10,127
17:39:10,127,retry
17:39:10,127,retry,17:39:10,128
17:39:10,129
17:39:10,130
17:39:11,131
17:39:11,132
17:39:11,132,retry
17:39:11,132,retry,17:39:11,133
17:39:11,134
17:39:11,135
17:39:11,136
17:39:11,137
17:39:11,137,retry
17:39:11,137,retry,17:39:12,138
17:39:12,139
17:39:12,140
17:39:12,141
17:39:12,142
17:39:12,142,retry
17:39:12,142,retry,17:39:12,143
17:39:12,144
17:39:12,145
17:39:13,146
17:39:13,147
17:39:13,147,retry
17:39:13,147,retry,17:39:13,148
17:39:13,149
17:39:13,150
17:39:13,151
17:39:13,152
17:39:13,152,retry
17:39:13,152,retry,17:39:13,153
17:39:14,154
17:39:14,155
17:39:14,156
17:39:14,157
17:39:14,157,retry
17:39:14,157,retry,17:39:14,158
17:39:14,159
17:39:14,160
17:39:14,161
17:39:15,162
17:39:15,162,retry
17:39:15,162,retry,17:39:15,163
17:39:15,164
17:39:15,165
17:39:15,166
17:39:15,167
17:39:15,168,retry
17:39:15,168,retry,17:39:15,169
17:39:16,170
17:39:16,171
17:39:16,172
17:39:16,173
17:39:16,173,retry
17:39:16,173,retry,17:39:16,174
17:39:16,175
17:39:16,176
17:39:17,177
17:39:17,178
17:39:17,178,retry
17:39:17,178,retry,17:39:17,179
17:39:17,180
17:39:17,181
17:39:17,182
17:39:17,183
17:39:17,183,retry
17:39:17,183,retry,17:39:18,184
17:39:18,185
17:39:18,186
17:39:18,187
17:39:18,188
17:39:18,188,retry
17:39:18,188,retry,17:39:18,189
17:39:18,190
17:39:19,191
17:39:19,192
17:39:19,193
17:39:19,193,retry
17:39:19,193,retry,17:39:19,194
17:39:19,195
17:39:19,196
17:39:19,197
17:39:19,198
17:39:20,198,retry
17:39:20,198,retry,17:39:20,199
17:39:20,200
17:39:20,201
17:39:20,202
17:39:20,203
